1NY4	r__Root
XP_806955	d__Eukaryota; p__Euglenozoa; c__Kinetoplastea; o__Trypanosomatida; f__Trypanosomatidae; g__Trypanosoma; s__Trypanosoma cruzi
XP_810277	d__Eukaryota; p__Euglenozoa; c__Kinetoplastea; o__Trypanosomatida; f__Trypanosomatidae; g__Trypanosoma; s__Trypanosoma cruzi
CDP14296	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Gentianales; f__Rubiaceae; g__Coffea; s__Coffea canephora
XP_810278	d__Eukaryota; p__Euglenozoa; c__Kinetoplastea; o__Trypanosomatida; f__Trypanosomatidae; g__Trypanosoma; s__Trypanosoma cruzi
XP_845647	d__Eukaryota; p__Euglenozoa; c__Kinetoplastea; o__Trypanosomatida; f__Trypanosomatidae; g__Trypanosoma; s__Trypanosoma brucei
XP_955115	d__Eukaryota; p__Apicomplexa; c__Aconoidasida; o__Piroplasmida; f__Theileriidae; g__Theileria; s__Theileria annulata
XP_955679	d__Eukaryota; p__Microsporidia
XP_960561	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Sordariaceae; g__Neurospora; s__Neurospora crassa
XP_971000	d__Eukaryota; p__Arthropoda; c__Insecta; o__Coleoptera; f__Tenebrionidae; g__Tribolium; s__Tribolium castaneum
A4WLP1	d__Archaea; p__Crenarchaeota; c__Thermoprotei; o__Thermoproteales; f__Thermoproteaceae; g__Pyrobaculum; s__Pyrobaculum arsenaticum
B1Y9V2	d__Archaea; p__Crenarchaeota; c__Thermoprotei; o__Thermoproteales; f__Thermoproteaceae; g__Pyrobaculum; s__Pyrobaculum neutrophilum
O61590	d__Eukaryota; p__Nematoda; c__Chromadorea; o__Strongylida; f__Haemonchidae; g__Ostertagia; s__Ostertagia ostertagi
P46302	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Poales; f__Poaceae; g__Zea; s__Zea mays
CDR43731	d__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Phaffomycetaceae; g__Cyberlindnera; s__Cyberlindnera fabianii
P61031	d__Archaea; p__Nanoarchaeota
Q8TQL8	d__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__Methanosarcinaceae; g__Methanosarcina; s__Methanosarcina acetivorans
Q8ZTA7	d__Archaea; p__Crenarchaeota; c__Thermoprotei; o__Thermoproteales; f__Thermoproteaceae; g__Pyrobaculum; s__Pyrobaculum aerophilum
Q9Y9A6	d__Archaea; p__Crenarchaeota; c__Thermoprotei; o__Desulfurococcales; f__Desulfurococcaceae; g__Aeropyrum; s__Aeropyrum pernix
CDS28517	d__Eukaryota; p__Platyhelminthes; c__Cestoda; o__Cyclophyllidea; f__Hymenolepididae; g__Hymenolepis; s__Hymenolepis microstoma
CDS43712	d__Eukaryota; p__Platyhelminthes; c__Cestoda; o__Cyclophyllidea; f__Taeniidae; g__Echinococcus; s__Echinococcus multilocularis
CDU23411	d__Eukaryota; p__Basidiomycota; c__Ustilaginomycetes; o__Ustilaginales; f__Ustilaginaceae; g__Sporisorium; s__Sporisorium scitamineum
CDW61338	d__Eukaryota; p__Nematoda; c__Enoplea; o__Trichinellida; f__Trichuridae; g__Trichuris; s__Trichuris trichiura
ABR87582	d__Eukaryota; p__Nematoda; c__Chromadorea; o__Rhabditida; f__Neodiplogasteridae; g__Pristionchus; s__Pristionchus maupasi
CDW77150	d__Eukaryota; p__Ciliophora; c__Spirotrichea; o__Sporadotrichida; f__Oxytrichidae; g__Stylonychia; s__Stylonychia lemnae
CDY41431	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Brassicales; f__Brassicaceae; g__Brassica; s__Brassica napus
CDY43793	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Brassicales; f__Brassicaceae; g__Brassica; s__Brassica napus
CDZ98567	d__Eukaryota; p__Basidiomycota; c__Tremellomycetes; o__Cystofilobasidiales; f__Mrakiaceae; g__Phaffia; s__Phaffia rhodozyma
CEG73809	d__Eukaryota; p__Mucoromycota; c__Mucoromycetes; o__Mucorales; f__Rhizopodaceae; g__Rhizopus; s__Rhizopus microsporus
CEH15765	d__Eukaryota; p__Basidiomycota; c__Exobasidiomycetes; o__Ceraceosorales; f__Ceraceosoraceae; g__Ceraceosorus; s__Ceraceosorus bombacis
CEI65036	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Fusarium; s__Fusarium venenatum
CEL96119	d__Eukaryota
CEP03709	d__Eukaryota; p__Endomyxa
CEP07342	d__Eukaryota; p__Mucoromycota; c__Mucoromycetes; o__Mucorales; f__Mucoraceae; g__Parasitella; s__Parasitella parasitica
ABR87598	d__Eukaryota; p__Nematoda; c__Chromadorea; o__Rhabditida; f__Neodiplogasteridae; g__Pristionchus; s__Pristionchus sp. 15 RS5229
CEP16922	d__Eukaryota; p__Mucoromycota; c__Mucoromycetes; o__Mucorales; f__Mucoraceae; g__Parasitella; s__Parasitella parasitica
CEP23561	d__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Phaffomycetaceae; g__Cyberlindnera; s__Cyberlindnera jadinii
CEQ40589	d__Eukaryota; p__Basidiomycota; c__Microbotryomycetes; o__Sporidiobolales; f__Sporidiobolaceae; g__Sporidiobolus; s__Sporidiobolus salmonicolor
CRG94810	d__Eukaryota; p__Apicomplexa; c__Aconoidasida; o__Haemosporida; f__Plasmodiidae; g__Plasmodium; s__Plasmodium gallinaceum
CRL04562	d__Eukaryota; p__Arthropoda; c__Insecta; o__Diptera; f__Chironomidae; g__Clunio; s__Clunio marinus
CRX78993	d__Eukaryota; p__Basidiomycota; c__Microbotryomycetes; o__Leucosporidiales; f__Leucosporidiaceae; g__Leucosporidium; s__Leucosporidium scottii
CUG93064	d__Eukaryota; p__Euglenozoa; c__Kinetoplastea; o__Eubodonida; f__Bodonidae; g__Bodo; s__Bodo saltans
CUS08171	d__Eukaryota; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Tuberaceae; g__Tuber; s__Tuber aestivum
CUV04645	d__Eukaryota; p__Apicomplexa; c__Conoidasida; o__Eucoccidiorida; f__Cryptosporidiidae; g__Cryptosporidium; s__Cryptosporidium hominis
CZR51008	d__Eukaryota; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Mollisiaceae; g__Phialocephala; s__Phialocephala subalpina
ABR87599	d__Eukaryota; p__Nematoda; c__Chromadorea; o__Rhabditida; f__Neodiplogasteridae; g__Koerneria; s__Koerneria sp. RS1982
CZT08461	d__Eukaryota; p__Ascomycota; c__Leotiomycetes; o__Helotiales
EAW69850	d__Eukaryota; p__Chordata; c__Mammalia; o__Primates; f__Hominidae; g__Homo; s__Homo sapiens
EDL07954	d__Eukaryota; p__Chordata; c__Mammalia; o__Rodentia; f__Muridae; g__Mus; s__Mus musculus
EDL14746	d__Eukaryota; p__Chordata; c__Mammalia; o__Rodentia; f__Muridae; g__Mus; s__Mus musculus
EDW78070	d__Eukaryota; p__Arthropoda; c__Insecta; o__Diptera; f__Drosophilidae; g__Drosophila; s__Drosophila willistoni
EEC66929	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Poales; f__Poaceae; g__Oryza; s__Oryza sativa
EEC74585	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Poales; f__Poaceae; g__Oryza; s__Oryza sativa
EEE58387	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Poales; f__Poaceae; g__Oryza; s__Oryza sativa
EEH04410	d__Eukaryota; p__Ascomycota; c__Eurotiomycetes; o__Onygenales; f__Ajellomycetaceae; g__Histoplasma; s__Histoplasma capsulatum
EET02187	d__Eukaryota; p__Fornicata
ABV22442	d__Eukaryota
EET89610	d__Archaea; p__Candidatus Micrarchaeota
EEZ92886	d__Archaea; p__Candidatus Parvarchaeota
EFD92708	d__Archaea; p__Candidatus Parvarchaeota
EFN78565	d__Eukaryota; p__Arthropoda; c__Insecta; o__Hymenoptera; f__Formicidae; g__Harpegnathos; s__Harpegnathos saltator
EFX79175	d__Eukaryota; p__Arthropoda; c__Branchiopoda; o__Diplostraca; f__Daphniidae; g__Daphnia; s__Daphnia pulex
EHB12963	d__Eukaryota; p__Chordata; c__Mammalia; o__Rodentia; f__Bathyergidae; g__Heterocephalus; s__Heterocephalus glaber
EHH29573	d__Eukaryota; p__Chordata; c__Mammalia; o__Primates; f__Cercopithecidae; g__Macaca; s__Macaca mulatta
EHR77293	d__Archaea; p__Euryarchaeota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales
EHY66673	d__Eukaryota; p__Microsporidia
EIE81165	d__Eukaryota; p__Mucoromycota; c__Mucoromycetes; o__Mucorales; f__Rhizopodaceae; g__Rhizopus; s__Rhizopus delemar
AAM78552	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Asterales; f__Asteraceae; g__Helianthus; s__Helianthus annuus
ABV44724	d__Eukaryota; p__Arthropoda; c__Insecta; o__Diptera; f__Psychodidae; g__Phlebotomus; s__Phlebotomus papatasi
EIJ89506	d__Eukaryota; p__Microsporidia
EJD52136	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Auriculariales; f__Auriculariaceae; g__Auricularia; s__Auricularia subglabra
EJS41664	d__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Saccharomyces; s__Saccharomyces arboricola
EJS42539	d__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Saccharomyces; s__Saccharomyces arboricola
EJT99892	d__Eukaryota; p__Basidiomycota; c__Dacrymycetes; o__Dacrymycetales; f__Dacrymycetaceae; g__Dacryopinax; s__Dacryopinax primogenitus
EJW01384	d__Eukaryota; p__Microsporidia
EJY66879	d__Eukaryota; p__Ciliophora; c__Spirotrichea; o__Sporadotrichida; f__Oxytrichidae; g__Oxytricha; s__Oxytricha trifallax
EKC98080	d__Eukaryota; p__Basidiomycota; c__Tremellomycetes; o__Trichosporonales; f__Trichosporonaceae; g__Trichosporon; s__Trichosporon asahii
ELA33106	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Glomerellales; f__Glomerellaceae; g__Colletotrichum; s__Colletotrichum fructicola
ELQ76422	d__Eukaryota; p__Microsporidia
ABW23156	d__Eukaryota; p__Annelida; c__Polychaeta; o__Capitellida; f__Arenicolidae; g__Arenicola; s__Arenicola marina
ELR51855	d__Eukaryota; p__Chordata; c__Mammalia; o__Artiodactyla; f__Bovidae; g__Bos; s__Bos mutus
ELR54073	d__Eukaryota; p__Chordata; c__Mammalia; o__Artiodactyla; f__Bovidae; g__Bos; s__Bos mutus
ELV09600	d__Eukaryota; p__Chordata; c__Mammalia; o__Scandentia; f__Tupaiidae; g__Tupaia; s__Tupaia chinensis
ELV10221	d__Eukaryota; p__Chordata; c__Mammalia; o__Scandentia; f__Tupaiidae; g__Tupaia; s__Tupaia chinensis
ELW50566	d__Eukaryota; p__Chordata; c__Mammalia; o__Scandentia; f__Tupaiidae; g__Tupaia; s__Tupaia chinensis
ELW64050	d__Eukaryota; p__Chordata; c__Mammalia; o__Scandentia; f__Tupaiidae; g__Tupaia; s__Tupaia chinensis
ELW65748	d__Eukaryota; p__Chordata; c__Mammalia; o__Scandentia; f__Tupaiidae; g__Tupaia; s__Tupaia chinensis
ELW67034	d__Eukaryota; p__Chordata; c__Mammalia; o__Scandentia; f__Tupaiidae; g__Tupaia; s__Tupaia chinensis
ELW68862	d__Eukaryota; p__Chordata; c__Mammalia; o__Scandentia; f__Tupaiidae; g__Tupaia; s__Tupaia chinensis
EMD41745	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Gelatoporiaceae; g__Gelatoporia; s__Gelatoporia subvermispora
ABX44801	d__Eukaryota; p__Bryozoa; c__Gymnolaemata; o__Cheilostomatida; f__Flustridae; g__Flustra; s__Flustra foliacea
EMP27976	d__Eukaryota; p__Chordata
EMR69305	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Diatrypaceae; g__Eutypa; s__Eutypa lata
EMR73352	d__Archaea; p__Thaumarchaeota
EMR74363	d__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__Thermoplasmatales
EMS68105	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Poales; f__Poaceae; g__Triticum; s__Triticum urartu
ENH88571	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Glomerellales; f__Glomerellaceae; g__Colletotrichum; s__Colletotrichum orbiculare
ENN79740	d__Eukaryota; p__Arthropoda; c__Insecta; o__Coleoptera; f__Curculionidae; g__Dendroctonus; s__Dendroctonus ponderosae
EOA21828	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Brassicales; f__Brassicaceae; g__Capsella; s__Capsella rubella
EOA31777	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Brassicales; f__Brassicaceae; g__Capsella; s__Capsella rubella
EOD42316	d__Archaea; p__Nanoarchaeota
ABZ08595	d__Archaea; p__Thaumarchaeota
EOD47615	d__Eukaryota; p__Ascomycota; c__Dothideomycetes; o__Botryosphaeriales; f__Botryosphaeriaceae; g__Neofusicoccum; s__Neofusicoccum parvum
EOY03937	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Malvales; f__Malvaceae; g__Theobroma; s__Theobroma cacao
EPB81781	d__Eukaryota; p__Mucoromycota; c__Mucoromycetes; o__Mucorales; f__Mucoraceae; g__Mucor; s__Mucor circinelloides
EPB86257	d__Eukaryota; p__Mucoromycota; c__Mucoromycetes; o__Mucorales; f__Mucoraceae; g__Mucor; s__Mucor circinelloides
EPB92531	d__Eukaryota; p__Mucoromycota; c__Mucoromycetes; o__Mucorales; f__Mucoraceae; g__Mucor; s__Mucor circinelloides
EPQ62808	d__Eukaryota; p__Ascomycota; c__Leotiomycetes; o__Erysiphales; f__Erysiphaceae; g__Blumeria; s__Blumeria graminis
EPS61941	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Lamiales; f__Lentibulariaceae; g__Genlisea; s__Genlisea aurea
EPT04188	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Fomitopsidaceae; g__Fomitopsis; s__Fomitopsis pinicola
EPY23997	d__Eukaryota; p__Euglenozoa; c__Kinetoplastea; o__Trypanosomatida; f__Trypanosomatidae; g__Angomonas; s__Angomonas deanei
EPZ34692	d__Eukaryota; p__Cryptomycota
ACG26633	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Poales; f__Poaceae; g__Zea; s__Zea mays
EQB45990	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Glomerellales; f__Glomerellaceae; g__Colletotrichum; s__Colletotrichum gloeosporioides
EQB60381	d__Eukaryota; p__Microsporidia
EQB64920	d__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__Thermoplasmatales
EQB67415	d__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__Thermoplasmatales
EQB67829	d__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__Thermoplasmatales; f__Ferroplasmaceae; g__Ferroplasma; s__Ferroplasma sp. Type II
EQB71097	d__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__Thermoplasmatales
ERG92836	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Haloferacales; f__Haloferacaceae; g__Haloquadratum; s__Haloquadratum walsbyi
ERG98380	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Haloferacales; f__Haloferacaceae; g__Haloquadratum; s__Haloquadratum sp. J07HQX50
ERH01066	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Haloferacales; f__Halorubraceae; g__Halonotius; s__Halonotius sp. J07HN6
ERH03551	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Haloferacales; f__Halorubraceae; g__Halorubrum; s__Halorubrum sp. J07HR59
ACG31085	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Poales; f__Poaceae; g__Zea; s__Zea mays
ERH05859	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Haloferacales; f__Halorubraceae; g__Halonotius; s__Halonotius sp. J07HN4
ERH10592	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
ERH12015	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
ESK98317	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Marasmiaceae; g__Moniliophthora; s__Moniliophthora roreri
ESL09845	d__Eukaryota; p__Euglenozoa; c__Kinetoplastea; o__Trypanosomatida; f__Trypanosomatidae; g__Trypanosoma; s__Trypanosoma rangeli
ESQ21949	d__Archaea; p__Crenarchaeota; c__Thermoprotei; o__Acidilobales; f__Acidilobaceae; g__Acidilobus; s__uncultured Acidilobus sp. CIS
ESQ23004	d__Archaea; p__Crenarchaeota; c__Thermoprotei; o__Acidilobales; f__Acidilobaceae; g__Acidilobus; s__uncultured Acidilobus sp. MG
ESQ24621	d__Archaea; p__Crenarchaeota; c__Thermoprotei; o__Acidilobales; f__Acidilobaceae; g__Acidilobus; s__uncultured Acidilobus sp. OSP8
ESQ37155	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Brassicales; f__Brassicaceae; g__Eutrema; s__Eutrema salsugineum
ESS03979	d__Archaea
ACG47689	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Poales; f__Poaceae; g__Zea; s__Zea mays
ESS06061	d__Archaea
EST45165	d__Eukaryota; p__Fornicata
ETO28095	d__Eukaryota; p__Foraminifera
ETS64016	d__Eukaryota; p__Basidiomycota; c__Ustilaginomycetes; o__Ustilaginales; f__Ustilaginaceae; g__Moesziomyces; s__Moesziomyces aphidis
EWG07213	d__Archaea; p__Crenarchaeota; c__Thermoprotei; o__Sulfolobales; f__Sulfolobaceae; g__Candidatus Aramenus; s__Candidatus Aramenus sulfurataquae
EXB53855	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Morus; s__Morus notabilis
EXB79987	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Morus; s__Morus notabilis
EXC03823	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Morus; s__Morus notabilis
EXX73330	d__Eukaryota; p__Mucoromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__Rhizophagus; s__Rhizophagus irregularis
GAA96184	d__Eukaryota; p__Basidiomycota; c__Mixiomycetes; o__Mixiales; f__Mixiaceae; g__Mixia; s__Mixia osmundae
ACL11677	d__Archaea; p__Crenarchaeota; c__Thermoprotei; o__Desulfurococcales; f__Desulfurococcaceae; g__Desulfurococcus; s__Desulfurococcus amylolyticus
GAC74029	d__Eukaryota; p__Basidiomycota; c__Ustilaginomycetes; o__Ustilaginales; f__Ustilaginaceae; g__Moesziomyces; s__Moesziomyces antarcticus
GAD98718	d__Eukaryota; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Thermoascaceae; g__Byssochlamys; s__Byssochlamys spectabilis
GAN02856	d__Eukaryota; p__Mucoromycota; c__Mucoromycetes; o__Mucorales; f__Mucoraceae; g__Mucor; s__Mucor ambiguus
GAN06444	d__Eukaryota; p__Mucoromycota; c__Mucoromycetes; o__Mucorales; f__Mucoraceae; g__Mucor; s__Mucor ambiguus
GAO15970	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Clavicipitaceae; g__Ustilaginoidea; s__Ustilaginoidea virens
GAP83161	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Xylariaceae; g__Rosellinia; s__Rosellinia necatrix
GAQ85471	d__Eukaryota; p__Streptophyta; c__Klebsormidiophyceae; o__Klebsormidiales; f__Klebsormidiaceae; g__Klebsormidium; s__Klebsormidium nitens
GAT58979	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Mycenaceae; g__Mycena; s__Mycena chlorophos
GAU46073	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Fabales; f__Fabaceae; g__Trifolium; s__Trifolium subterraneum
GAU46180	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Fabales; f__Fabaceae; g__Trifolium; s__Trifolium subterraneum
ACM09120	d__Eukaryota; p__Chordata; c__Actinopteri; o__Salmoniformes; f__Salmonidae; g__Salmo; s__Salmo salar
GAU46208	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Fabales; f__Fabaceae; g__Trifolium; s__Trifolium subterraneum
GAV08585	d__Eukaryota; p__Tardigrada; c__Eutardigrada; o__Parachela; f__Ramazzottiidae; g__Ramazzottius; s__Ramazzottius varieornatus
GAV53007	d__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Zygosaccharomyces; s__Zygosaccharomyces rouxii
GAW07974	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Omphalotaceae; g__Lentinula; s__Lentinula edodes
GAX18379	d__Eukaryota; p__Bacillariophyta; c__Bacillariophyceae; o__Naviculales; f__Naviculaceae; g__Fistulifera; s__Fistulifera solaris
GAY03952	d__Eukaryota
GAY25303	d__Archaea; p__Crenarchaeota; c__Thermoprotei; o__Desulfurococcales; f__Desulfurococcaceae
GBC69986	d__Archaea
GBC71894	d__Archaea
GBC72802	d__Archaea
ACN09954	d__Eukaryota; p__Chordata; c__Actinopteri; o__Salmoniformes; f__Salmonidae; g__Salmo; s__Salmo salar
GBC74865	d__Archaea
GBE19414	d__Archaea
GBE55282	d__Archaea
GBE56003	d__Archaea
GBG24606	d__Eukaryota
KCW71539	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Myrtales; f__Myrtaceae; g__Eucalyptus; s__Eucalyptus grandis
KCZ76637	d__Eukaryota; p__Microsporidia
KDB13252	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Clavicipitaceae; g__Ustilaginoidea; s__Ustilaginoidea virens
KDE09119	d__Eukaryota; p__Basidiomycota; c__Microbotryomycetes; o__Microbotryales; f__Microbotryaceae; g__Microbotryum; s__Microbotryum lychnidis-dioicae
KDQ19950	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Botryobasidiaceae; g__Botryobasidium; s__Botryobasidium botryosum
AAP21778	d__Eukaryota; p__Chordata; c__Leptocardii; o__Amphioxiformes; f__Branchiostomidae; g__Branchiostoma; s__Branchiostoma belcheri
ACO13157	d__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Siphonostomatoida; f__Caligidae; g__Lepeophtheirus; s__Lepeophtheirus salmonis
KDQ22736	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Pleurotaceae; g__Pleurotus; s__Pleurotus ostreatus
KDQ63616	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Jaapiales; f__Jaapiaceae; g__Jaapia; s__Jaapia argillacea
KDR17545	d__Eukaryota; p__Arthropoda; c__Insecta; o__Blattodea; f__Termopsidae; g__Zootermopsis; s__Zootermopsis nevadensis
KEH20761	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Fabales; f__Fabaceae; g__Medicago; s__Medicago truncatula
KEY68618	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Stachybotryaceae; g__Stachybotrys; s__Stachybotrys chartarum
KFA64051	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Stachybotryaceae; g__Stachybotrys; s__Stachybotrys chlorohalonata
KFD53523	d__Eukaryota; p__Nematoda; c__Enoplea; o__Trichinellida; f__Trichuridae; g__Trichuris; s__Trichuris suis
KFD71805	d__Eukaryota; p__Nematoda; c__Enoplea; o__Trichinellida; f__Trichuridae; g__Trichuris; s__Trichuris suis
KFH47677	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Hypocreales
KFH63024	d__Eukaryota; p__Mucoromycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella verticillata
ADD38541	d__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Siphonostomatoida; f__Caligidae; g__Lepeophtheirus; s__Lepeophtheirus salmonis
KGK38068	d__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Pichiaceae; g__Pichia; s__Pichia kudriavzevii
KGN53850	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Cucurbitales; f__Cucurbitaceae; g__Cucumis; s__Cucumis sativus
KHG07331	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Malvales; f__Malvaceae; g__Gossypium; s__Gossypium arboreum
KHG23381	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Malvales; f__Malvaceae; g__Gossypium; s__Gossypium arboreum
KHJ30071	d__Eukaryota; p__Ascomycota; c__Leotiomycetes; o__Erysiphales; f__Erysiphaceae; g__Erysiphe; s__Erysiphe necator
KHN87762	d__Eukaryota; p__Nematoda; c__Chromadorea; o__Rhabditida; f__Toxocaridae; g__Toxocara; s__Toxocara canis
KHN98753	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Clavicipitaceae; g__Metarhizium; s__Metarhizium album
KHO46402	d__Archaea
KHO46952	d__Archaea
KHO46995	d__Archaea
ADD92890	d__Archaea
KHO48035	d__Archaea
KHO49133	d__Archaea
KHO51368	d__Archaea
KHO51994	d__Archaea
KHO52809	d__Archaea
KHO54424	d__Archaea
KHO54975	d__Archaea
KII93183	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Amylocorticiales; f__Amylocorticiaceae; g__Plicaturopsis; s__Plicaturopsis crispa
KIJ15891	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Boletales; f__Paxillaceae; g__Paxillus; s__Paxillus involutus
KIJ32070	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Geastrales; f__Sphaerobolaceae; g__Sphaerobolus; s__Sphaerobolus stellatus
ADK26018	d__Archaea; p__Thaumarchaeota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Nitrososphaera; s__Candidatus Nitrososphaera gargensis
KIJ38549	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Geastrales; f__Sphaerobolaceae; g__Sphaerobolus; s__Sphaerobolus stellatus
KIJ68320	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Boletales; f__Paxillaceae; g__Hydnomerulius; s__Hydnomerulius pinastri
KIK06871	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Tricholomataceae; g__Laccaria; s__Laccaria amethystina
KIK28434	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Boletales; f__Pisolithaceae; g__Pisolithus; s__Pisolithus microcarpus
KIK71119	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Omphalotaceae; g__Gymnopus; s__Gymnopus luxurians
KIK91484	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Boletales; f__Paxillaceae; g__Paxillus; s__Paxillus rubicundulus
KIK96366	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Boletales; f__Paxillaceae; g__Paxillus; s__Paxillus rubicundulus
KIL70706	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Amanitaceae; g__Amanita; s__Amanita muscaria
KIM67202	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Boletales; f__Sclerodermataceae; g__Scleroderma; s__Scleroderma citrinum
