LABELS
SEPARATOR COMMA
DATA
#NODE_ID,LABEL
1_NarI,Root | 1046724.KB889897_gene3336
936_NarI,Streptomyces sviceus ATCC 29083 | 463191.SSEG_07929
937_NarI,Streptomyces tendae | tr|A0A6B3QIR4|A0A6B3QIR4_STRTE
938_NarI,Streptomyces toyocaensis | 55952.BU52_21765
939_NarI,Streptomyces toyocaensis | 55952.BU52_21840
940_NarI,Streptomyces triticagri | tr|A0A372M596|A0A372M596_9ACTN
941_NarI,Streptomyces triticiradicis | tr|A0A7J5DB66|A0A7J5DB66_9ACTN
942_NarI,Streptomyces triticiradicis | tr|A0A7J5DK46|A0A7J5DK46_9ACTN
943_NarI,Streptomyces typhae | tr|A0A6L6XA56|A0A6L6XA56_9ACTN
944_NarI,Streptomyces varsoviensis | 67373.JOBF01000020_gene5666
945_NarI,Streptomyces venezuelae ATCC 10712 | 953739.SVEN_7235
946_NarI,Streptomyces virginiae | 1961.JOAK01000006_gene4802
947_NarI,Streptomyces viridochromogenes DSM 40736 | 591159.ACEZ01000156_gene4043
948_NarI,Streptomyces viridosporus ATCC 14672 | 566461.SSFG_02825
949_NarI,Streptomyces vitaminophilus DSM 41686 | 1123322.KB904658_gene1379
950_NarI,Streptomyces xylophagus | 285514.JNWO01000013_gene5937
951_NarI,Streptosporangiales | tr|A0A7J9Z6U0|A0A7J9Z6U0_9ACTN
952_NarI,Nocardiopsis alba ATCC BAA-2165 | 1205910.B005_2417
953_NarI,Nocardiopsis baichengensis YIM 90130 | 1236902.ANAS01000033_gene876
954_NarI,Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111 | 446468.Ndas_4426
955_NarI,Nocardiopsis ganjiahuensis DSM 45031 | 1237500.ANBA01000011_gene3299
956_NarI,Nocardiopsis kunsanensis DSM 44524 | 1246445.ANAY01000016_gene2142
957_NarI,Nocardiopsis potens DSM 45234 | 570268.ANBB01000003_gene543
958_NarI,Nocardiopsis potens DSM 45234 | 570268.ANBB01000064_gene1014
959_NarI,Nocardiopsis prasina DSM 43845 | 1245475.ANAE01000078_gene5088
960_NarI,Nocardiopsis sp. BM-2018 | tr|A0A892AB48|A0A892AB48_9ACTN
961_NarI,Nocardiopsis sp. BM-2018 | tr|A0A892AB51|A0A892AB51_9ACTN
962_NarI,Nocardiopsis sp. CNT312 | 1137268.AZXF01000005_gene3271
963_NarI,Nocardiopsis sp. HDS5 | tr|A0A8E5UKR9|A0A8E5UKR9_9ACTN
964_NarI,Nocardiopsis sp. MT53 | tr|A0A8G0WBX0|A0A8G0WBX0_9ACTN
965_NarI,Nocardiopsis valliformis DSM 45023 | 1246448.ANAZ01000002_gene3928
966_NarI,Nocardiopsis xinjiangensis YIM 90004 | 1246474.ANBE01000016_gene2964
967_NarI,Streptomonospora sp. PA3 | tr|A0A6N8G994|A0A6N8G994_9ACTN
968_NarI,Bailinhaonella thermotolerans | tr|A0A3A4AK72|A0A3A4AK72_9ACTN
969_NarI,Microbispora catharanthi | tr|A0A5N6BIR6|A0A5N6BIR6_9ACTN
970_NarI,Microbispora catharanthi | tr|A0A5N6BKN1|A0A5N6BKN1_9ACTN
971_NarI,Microbispora cellulosiformans | tr|A0A5J5JYF2|A0A5J5JYF2_9ACTN
972_NarI,Microbispora hainanensis | tr|A0A544Y5A2|A0A544Y5A2_9ACTN
973_NarI,Nonomuraea coxensis DSM 45129 | 1122611.KB903949_gene6623
974_NarI,Nonomuraea coxensis DSM 45129 | 1122611.KB903967_gene5176
975_NarI,Nonomuraea coxensis DSM 45129 | 1122611.KB903974_gene2947
976_NarI,Nonomuraea coxensis DSM 45129 | 1122611.KB904029_gene5283
977_NarI,Nonomuraea nitratireducens | tr|A0A5P9YUE5|A0A5P9YUE5_9ACTN
978_NarI,Nonomuraea sp. C10 | tr|A0A5C8JA34|A0A5C8JA34_9ACTN
979_NarI,Nonomuraea sp. KC333 | tr|A0A2W2DYV5|A0A2W2DYV5_9ACTN
980_NarI,Nonomuraea sp. PA05 | tr|A0A5D0PJ04|A0A5D0PJ04_9ACTN
981_NarI,Nonomuraea terrae | tr|A0A4V2YLN7|A0A4V2YLN7_9ACTN
982_NarI,Spongiactinospora rosea | tr|A0A366LPI2|A0A366LPI2_9ACTN
983_NarI,Streptosporangium amethystogenes | 2002.JOEQ01000031_gene1643
984_NarI,Streptosporangium amethystogenes | 2002.JOEQ01000037_gene4301
985_NarI,Streptosporangium roseum DSM 43021 | 479432.Sros_1921
986_NarI,Streptosporangium roseum DSM 43021 | 479432.Sros_5444
987_NarI,Actinomadura atramentaria DSM 43919 | 1120936.KB907208_gene1246
988_NarI,Actinomadura atramentaria DSM 43919 | 1120936.KB907217_gene3556
989_NarI,Actinomadura atramentaria DSM 43919 | 1120936.KB907217_gene3557
990_NarI,Actinomadura bangladeshensis | tr|A0A6L9QHW5|A0A6L9QHW5_9ACTN
991_NarI,Actinomadura bangladeshensis | tr|A0A6L9QX28|A0A6L9QX28_9ACTN
992_NarI,Actinomadura darangshiensis | tr|A0A4R5A193|A0A4R5A193_9ACTN
993_NarI,Actinomadura flavalba DSM 45200 | 561175.KB894096_gene483
994_NarI,Actinomadura flavalba DSM 45200 | 561175.KB894096_gene484
995_NarI,Actinomadura geliboluensis | tr|A0A5S4H0C2|A0A5S4H0C2_9ACTN
996_NarI,Actinomadura latina | tr|A0A846Z253|A0A846Z253_9ACTN
997_NarI,Actinomadura logoneensis | tr|A0A372JCC1|A0A372JCC1_9ACTN
998_NarI,Actinomadura madurae LIID-AJ290 | 1394178.AWOO02000040_gene8528
999_NarI,Actinomadura montaniterrae | tr|A0A6L3W0U3|A0A6L3W0U3_9ACTN
1000_NarI,Actinomadura rubrisoli | tr|A0A4R5CGK4|A0A4R5CGK4_9ACTN
1001_NarI,Actinomadura sp. 32-07 | tr|A0A8F5GQ03|A0A8F5GQ03_9ACTN
1002_NarI,Actinomadura sp. 6K520 | tr|A0A4R5E428|A0A4R5E428_9ACTN
1003_NarI,Actinomadura sp. BRA 177 | tr|A0A850JN54|A0A850JN54_9ACTN
1004_NarI,Actinomadura sp. GC306 | tr|A0A4V2Y1F2|A0A4V2Y1F2_9ACTN
1005_NarI,Actinomadura sp. J1-007 | tr|A0A6I4Q1M1|A0A6I4Q1M1_9ACTN
1006_NarI,Actinomadura sp. KC216 | tr|A0A4R4LPY1|A0A4R4LPY1_9ACTN
1007_NarI,Actinomadura sp. KC345 | tr|A0A4R4RI78|A0A4R4RI78_9ACTN
1008_NarI,Actinomadura sp. WAC 06369 | tr|A0A429GAZ4|A0A429GAZ4_9ACTN
1009_NarI,Spirillospora albida | 58123.JOFJ01000012_gene5280
1010_NarI,Spirillospora albida | 58123.JOFJ01000026_gene2769
1011_NarI,Adlercreutzia equolifaciens DSM 19450 | 1384484.AEQU_0940
1012_NarI,Adlercreutzia mucosicola DSM 19490 | 1121866.AUGK01000004_gene260
1013_NarI,Eggerthella lenta DSM 2243 | 479437.Elen_1856
1014_NarI,Rubrobacter radiotolerans | 42256.RradSPS_0576
1015_NarI,Rubrobacter sp. SCSIO 52909 | tr|A0A6G8Q994|A0A6G8Q994_9ACTN
1016_NarI,Rubrobacter sp. SCSIO 52909 | tr|A0A6G8QDI0|A0A6G8QDI0_9ACTN
1017_NarI,Rubrobacter taiwanensis | tr|A0A4V2NWD9|A0A4V2NWD9_9ACTN
1018_NarI,Rubrobacter xylanophilus DSM 9941 | 266117.Rxyl_1208
1019_NarI,Solirubrobacterales | tr|A0A8I1NFX9|A0A8I1NFX9_9ACTN
1020_NarI,Conexibacter woesei DSM 14684 | 469383.Cwoe_1488
1021_NarI,Aquifex aeolicus VF5 | 224324.aq_963
1022_NarI,Hydrogenobacter thermophilus TK-6 | 608538.HTH_0093
1023_NarI,Thermocrinis albus DSM 14484 | 638303.Thal_1418
1024_NarI,Chthonomonas calidirosea T49 | 1303518.CCALI_00581
1025_NarI,Prolixibacteraceae | tr|A0A3C2D8P7|A0A3C2D8P7_9BACT
1026_NarI,Prolixibacteraceae | tr|A0A3D5YV47|A0A3D5YV47_9BACT
1027_NarI,Prolixibacteraceae | tr|A0A3D5Z1Q8|A0A3D5Z1Q8_9BACT
1028_NarI,Chitinophagaceae | tr|A0A7T9K2P3|A0A7T9K2P3_9BACT
1029_NarI,Cyclobacteriaceae | tr|A0A7D5RQ20|A0A7D5RQ20_9BACT
1030_NarI,Flavobacteriales | tr|A0A2A5B8V2|A0A2A5B8V2_9FLAO
1031_NarI,Flavobacteriales | tr|A0A2A5HP09|A0A2A5HP09_9FLAO
1032_NarI,Flavobacteriales | tr|A0A2H0GA29|A0A2H0GA29_9FLAO
1033_NarI,Flavobacteriales | tr|A0A2M7VV15|A0A2M7VV15_9FLAO
1034_NarI,Flavobacteriales | tr|A0A7J5EEA0|A0A7J5EEA0_9FLAO
1035_NarI,Crocinitomicaceae | tr|A0A2E4ELK8|A0A2E4ELK8_9FLAO
1036_NarI,Arenibacter algicola | 616991.JPOO01000003_gene1698
1037_NarI,Saprospiraceae | tr|A0A521V361|A0A521V361_9BACT
1038_NarI,Saprospiraceae | tr|A0A7Y1YTJ0|A0A7Y1YTJ0_9BACT
1039_NarI,Saprospiraceae | tr|A0A7Y5VD46|A0A7Y5VD46_9BACT
1040_NarI,Calditrichaceae | tr|A0A850AEG5|A0A850AEG5_9BACT
1041_NarI,Aminicenantes bacterium SCGC AAA252-A02 | 1047013.AQSP01000093_gene13
1042_NarI,Chlorobaculum parvum NCIB 8327 | 517417.Cpar_0033
1043_NarI,Chlorobaculum tepidum TLS | 194439.CT0868
1044_NarI,Chlorobaculum tepidum TLS | 194439.CT2244
1045_NarI,Chlorobium chlorochromatii CaD3 | 340177.Cag_1582
1046_NarI,Chlorobium chlorochromatii CaD3 | 340177.Cag_1948
1047_NarI,Chlorobium limicola DSM 245 | 290315.Clim_0703
1048_NarI,Chlorobium phaeobacteroides DSM 266 | 290317.Cpha266_0136
1049_NarI,Chlorobium phaeobacteroides BS1 | 331678.Cphamn1_1834
1050_NarI,Chlorobium phaeobacteroides BS1 | 331678.Cphamn1_1849
1051_NarI,Chlorobium phaeovibrioides DSM 265 | 290318.Cvib_0047
1052_NarI,Pelodictyon luteolum DSM 273 | 319225.Plut_0044
1053_NarI,Pelodictyon phaeoclathratiforme BU-1 | 324925.Ppha_0035
1054_NarI,Pelodictyon phaeoclathratiforme BU-1 | 324925.Ppha_2313
1055_NarI,Prosthecochloris aestuarii DSM 271 | 290512.Paes_0037
1056_NarI,Caldilinea aerophila DSM 14535 = NBRC 104270 | 926550.CLDAP_03390
1057_NarI,Chloroflexus aggregans DSM 9485 | 326427.Cagg_2621
1058_NarI,Chloroflexus aurantiacus J-10-fl | 324602.Caur_1809
1059_NarI,Chloroflexus sp. MS-G | 1521187.JPIM01000090_gene1833
1060_NarI,Oscillochloris trichoides DG-6 | 765420.OSCT_0957
1061_NarI,Roseiflexus castenholzii DSM 13941 | 383372.Rcas_0809
1062_NarI,Roseiflexus sp. RS-1 | 357808.RoseRS_4457
1063_NarI,Herpetosiphon aurantiacus DSM 785 | 316274.Haur_4458
1064_NarI,Sphaerobacter thermophilus DSM 20745 | 479434.Sthe_2901
1065_NarI,Chrysiogenes arsenatis DSM 11915 | 118005.AWNK01000001_gene2108
1066_NarI,Desulfurispirillum indicum S5 | 653733.Selin_1395
1067_NarI,Desulfurispirillum indicum S5 | 653733.Selin_2440
1068_NarI,Arthrospira platensis C1 | 459495.SPLC1_S101920
1069_NarI,Deferribacter desulfuricans SSM1 | 639282.DEFDS_2086
1070_NarI,Denitrovibrio acetiphilus DSM 12809 | 522772.Dacet_0125
1071_NarI,Denitrovibrio acetiphilus DSM 12809 | 522772.Dacet_2067
1072_NarI,Flexistipes sinusarabici DSM 4947 | 717231.Flexsi_0405
1073_NarI,Deinococcus radiodurans R1 | 243230.DR_2565
1074_NarI,Deinococcus wulumuqiensis R12 | 1288484.APCS01000081_gene2138
1075_NarI,Calidithermus chliarophilus DSM 9957 | 926560.KE387023_gene2300
1076_NarI,Calidithermus timidus DSM 17022 | 1122223.KB890701_gene2305
1077_NarI,Marinithermus hydrothermalis DSM 14884 | 869210.Marky_1845
1078_NarI,Meiothermus ruber | tr|A0A7C3DVW8|A0A7C3DVW8_MEIRU
1079_NarI,Meiothermus silvanus DSM 9946 | 526227.Mesil_0247
1080_NarI,Oceanithermus profundus DSM 14977 | 670487.Ocepr_1424
1081_NarI,Thermus amyloliquefaciens | 1449080.JQMV01000003_gene1439
1082_NarI,Thermus antranikianii DSM 12462 | 1123386.AUIW01000006_gene1636
1083_NarI,Thermus igniterrae ATCC 700962 | 1123388.AQWU01000070_gene103
1084_NarI,Thermus oshimai JL-2 | 751945.Theos_1038
1085_NarI,Thermus scotoductus SA-01 | 743525.TSC_c17480
1086_NarI,Thermus tengchongensis YIM 77401 | 1449357.JQLK01000001_gene1289
1087_NarI,Exiguobacterium chiriqhucha RW-2 | 1345023.M467_09555
1088_NarI,Exiguobacterium undae DSM 14481 | 1397693.KK211187_gene2852
1089_NarI,Exiguobacterium oxidotolerans JCM 12280 | 1397699.JNIS01000001_gene1817
1090_NarI,Exiguobacterium sp. MH3 | 1399115.U719_01390
1091_NarI,Geomicrobium sp. JCM 19037 | 1460634.JCM19037_1833
1092_NarI,Geomicrobium sp. JCM 19038 | 1460635.JCM19038_717
1093_NarI,Exiguobacterium sp. AB2 | 1484479.DI14_08140
1094_NarI,Exiguobacterium sp. AT1b | 360911.EAT1b_1361
1095_NarI,Exiguobacterium sp. AT1b | 360911.EAT1b_1901
1096_NarI,Alicyclobacillaceae | tr|A0A418M6Z5|A0A418M6Z5_9BACL
1097_NarI,Alicyclobacillus herbarius DSM 13609 | 1120972.AUMH01000014_gene2580
1098_NarI,Kyrpidia tusciae DSM 2912 | 562970.Btus_1652
1099_NarI,Kyrpidia tusciae DSM 2912 | 562970.Btus_2491
1100_NarI,Kyrpidia tusciae DSM 2912 | 562970.Btus_3278
1101_NarI,Alkalicoccus chagannorensis DSM 18086 | 1121087.AUCK01000002_gene2591
1102_NarI,Alkalihalobacillus akibai JCM 9157 | 1236973.JCM9157_2287
1103_NarI,Alkalihalobacillus akibai JCM 9157 | 1236973.JCM9157_613
1104_NarI,Alkalihalobacillus alcalophilus ATCC 27647 = CGMCC 1.3604 | 1218173.BALCAV_0215365
1105_NarI,Alkalihalobacillus bogoriensis ATCC BAA-922 | 1408424.JHYI01000015_gene4684
1106_NarI,Alkalihalobacillus bogoriensis ATCC BAA-922 | 1408424.JHYI01000016_gene2616
1107_NarI,Alkalihalobacillus clausii KSM-K16 | 66692.ABC0718
1108_NarI,Alkalihalobacillus clausii KSM-K16 | 66692.ABC3892
1109_NarI,Alkalihalobacillus halodurans C-125 | 272558.10176427
1110_NarI,Alkalihalobacillus lehensis G1 | 1246626.BleG1_3751
1111_NarI,Alkalihalobacillus ligniniphilus | 1134413.ANNK01000007_gene1814
1112_NarI,Alkalihalobacillus ligniniphilus | 1134413.ANNK01000008_gene1749
1113_NarI,Alkalihalobacillus okhensis | 333138.LQ50_19175
1114_NarI,Alkalihalobacillus okhensis | 333138.LQ50_22800
1115_NarI,Alkalihalophilus pseudofirmus OF4 | 398511.BpOF4_07065
1116_NarI,Anoxybacillus flavithermus TNO-09.006 | 1267580.AF6_1004
1117_NarI,Anoxybacillus flavithermus TNO-09.006 | 1267580.AF6_2653
1118_NarI,Anoxybacillus gonensis | 198467.NP92_10565
1119_NarI,Anoxybacillus tepidamans PS2 | 1382358.JHVN01000001_gene1176
1120_NarI,Bacillus andreraoultii | 1499685.CCFJ01000024_gene2272
1121_NarI,Bacillus andreraoultii | 1499685.CCFJ01000041_gene952
1122_NarI,Bacillus andreraoultii | 1499685.CCFJ01000057_gene480
1123_NarI,Bacillus anthracis str. Sterne | 260799.BAS1980
1124_NarI,Bacillus anthracis str. Sterne | 260799.BAS5194
1125_NarI,Bacillus atrophaeus 1942 | 720555.BATR1942_16550
1126_NarI,Bacillus atrophaeus 1942 | 720555.BATR1942_16585
1127_NarI,Bacillus coahuilensis m4-4 | 441769.ABFU01000065_gene1858
1128_NarI,Bacillus cytotoxicus NVH 391-98 | 315749.Bcer98_3402
1129_NarI,Bacillus cytotoxicus NVH 391-98 | 315749.Bcer98_3866
1130_NarI,Bacillus dielmonensis | 1347369.CCAD010000028_gene1335
1131_NarI,Bacillus dielmonensis | 1347369.CCAD010000086_gene1784
1132_NarI,Bacillus dielmonensis | 1347369.CCAD010000090_gene1999
1133_NarI,Bacillus gaemokensis | 574375.BAGA_12995
1134_NarI,Bacillus licheniformis DSM 13 = ATCC 14580 | 279010.BL01175
1135_NarI,Bacillus licheniformis DSM 13 = ATCC 14580 | 279010.BL03924
1136_NarI,Bacillus manliponensis | 574376.BAMA_01545
1137_NarI,Bacillus massilioanorexius AP8 | 1211814.CAPG01000019_gene563
1138_NarI,Bacillus massilioanorexius AP8 | 1211814.CAPG01000064_gene3034
1139_NarI,Bacillus massiliogorillae | 1243664.CAVL020000027_gene747
1140_NarI,Bacillus massiliogorillae | 1243664.CAVL020000042_gene3860
1141_NarI,Bacillus methanolicus MGA3 | 796606.BMMGA3_16185
1142_NarI,Bacillus methanolicus PB1 | 997296.PB1_07927
1143_NarI,Bacillus mojavensis RO-H-1 = KCTC 3706 | 1051501.AYTL01000028_gene2040
1144_NarI,Bacillus mojavensis RO-H-1 = KCTC 3706 | 1051501.AYTL01000028_gene2048
1145_NarI,Bacillus mycoides | 1405.DJ92_1823
1146_NarI,Bacillus mycoides KBAB4 | 315730.BcerKBAB4_1974
1147_NarI,Bacillus pumilus SAFR-032 | 315750.BPUM_3374
1148_NarI,Bacillus rubiinfantis | 1499680.CCFE01000013_gene904
1149_NarI,Bacillus rubiinfantis | 1499680.CCFE01000021_gene1984
1150_NarI,Bacillus smithii 7_3_47FAA | 665952.HMPREF1015_02572
1151_NarI,Bacillus sonorensis L12 | 1274524.BSONL12_05198
1152_NarI,Bacillus sonorensis L12 | 1274524.BSONL12_05413
1153_NarI,Bacillus sonorensis L12 | 1274524.BSONL12_17499
1154_NarI,Bacillus sp. 123MFChir2 | 1169144.KB910926_gene1208
1155_NarI,Bacillus sp. 123MFChir2 | 1169144.KB910930_gene1673
1156_NarI,Bacillus sp. 1NLA3E | 666686.B1NLA3E_03565
1157_NarI,Bacillus sp. 1NLA3E | 666686.B1NLA3E_21670
1158_NarI,Bacillus sp. 37MA | 1132442.KB889752_gene3186
1159_NarI,Bacillus sp. EB01 | 1347086.CCBA010000004_gene4346
1160_NarI,Bacillus sp. EB01 | 1347086.CCBA010000011_gene1524
1161_NarI,Bacillus sp. J33 | 935836.JAEL01000007_gene2944
1162_NarI,Bacillus sp. J33 | 935836.JAEL01000071_gene4036
1163_NarI,Bacillus sp. J33 | 935836.JAEL01000094_gene3355
1164_NarI,Bacillus sp. J37 | 935837.JAEK01000003_gene4039
1165_NarI,Bacillus sp. JCM 19046 | 1460640.JCM19046_1301
1166_NarI,Bacillus sp. NSP22.2 | 1071073.KI530538_gene293
1167_NarI,Bacillus sp. S3 | tr|A0A513RIP1|A0A513RIP1_9BACI
1168_NarI,Bacillus sp. SJS | 1423321.AS29_09830
1169_NarI,Bacillus sp. TS-2 | 1450694.BTS2_1245
1170_NarI,Bacillus sp. UNC438CL73TsuS30 | 1340434.AXVA01000003_gene2455
1171_NarI,Bacillus sp. UNC438CL73TsuS30 | 1340434.AXVA01000010_gene5298
1172_NarI,Bacillus sp. UNC438CL73TsuS30 | 1340434.AXVA01000012_gene3047
1173_NarI,Bacillus sp. m3-13 | 406124.ACPC01000022_gene4086
1174_NarI,Bacillus subtilis subsp. subtilis str. 168 | 224308.BSU37180
1175_NarI,Bacillus subtilis subsp. subtilis str. 168 | 224308.BSU37250
1176_NarI,Bacillus swezeyi | tr|A0A5M8RYQ5|A0A5M8RYQ5_9BACI
1177_NarI,Bacillus timonensis | 1033734.CAET01000048_gene1631
1178_NarI,Bacillus timonensis | 1033734.CAET01000062_gene1967
1179_NarI,Bacillus timonensis | 1033734.CAET01000063_gene1988
1180_NarI,Bacillus velezensis FZB42 | 326423.RBAM_034330
1181_NarI,Bacillus velezensis FZB42 | 326423.RBAM_034400
1182_NarI,Bacillus xiamenensis | 1178537.BA1_01640
1183_NarI,Caldalkalibacillus thermarum TA2.A1 | 986075.CathTA2_1593
1184_NarI,Caldibacillus thermoamylovorans | 35841.BT1A1_0355
1185_NarI,Caldibacillus thermoamylovorans | 35841.BT1A1_1311
1186_NarI,Caldibacillus thermoamylovorans | 35841.BT1A1_3363
1187_NarI,Cytobacillus oceanisediminis 2691 | 1196031.ALEG01000028_gene4136
1188_NarI,Cytobacillus oceanisediminis 2691 | 1196031.ALEG01000033_gene2989
1189_NarI,Evansella cellulosilytica DSM 2522 | 649639.Bcell_2935
1190_NarI,Evansella cellulosilytica DSM 2522 | 649639.Bcell_4118
1191_NarI,Fictibacillus gelatini DSM 15865 | 1121091.AUMP01000005_gene1607
1192_NarI,Fictibacillus macauensis ZFHKF-1 | 1196324.A374_00055
1193_NarI,Geobacillus icigianus | 1430331.EP10_11020
1194_NarI,Geobacillus kaustophilus HTA426 | 235909.GK1828
1195_NarI,Geobacillus kaustophilus HTA426 | 235909.GK3398
1196_NarI,Geobacillus sp. WCH70 | 471223.GWCH70_1528
1197_NarI,Geobacillus sp. WCH70 | 471223.GWCH70_3345
1198_NarI,Geobacillus thermodenitrificans NG80-2 | 420246.GTNG_0656
1199_NarI,Geobacillus thermodenitrificans NG80-2 | 420246.GTNG_1715
1200_NarI,Geobacillus thermodenitrificans NG80-2 | 420246.GTNG_3343
1201_NarI,Geobacillus vulcani PSS1 | 1382315.JPOI01000001_gene953
1202_NarI,Gracilibacillus lacisalsi DSM 19029 | 1121929.KB898670_gene2954
1203_NarI,Halalkalibacillus halophilus DSM 18494 | 1121936.AUHI01000002_gene2498
1204_NarI,Halobacillus dabanensis | 240302.BN982_01076
1205_NarI,Halobacillus halophilus DSM 2266 | 866895.HBHAL_4643
1206_NarI,Halobacillus kuroshimensis DSM 18393 | 1121938.AUDY01000009_gene2088
1207_NarI,Halobacillus sp. BAB-2008 | 1246484.D479_00235
1208_NarI,Lentibacillus jeotgali | 558169.AGAV01000005_gene2562
1209_NarI,Lentibacillus jeotgali | 558169.AGAV01000013_gene870
1210_NarI,Lysinibacillus fusiformis ZC1 | 714961.BFZC1_18105
1211_NarI,Lysinibacillus sp. BF-4 | 1473546.CH76_08505
1212_NarI,Lysinibacillus sphaericus OT4b.31 | 1285586.H131_04939
1213_NarI,Lysinibacillus varians | 1145276.T479_02635
1214_NarI,Mesobacillus boroniphilus JCM 21738 | 1294265.JCM21738_1741
1215_NarI,Mesobacillus boroniphilus JCM 21738 | 1294265.JCM21738_1871
1216_NarI,Neobacillus bataviensis LMG 21833 | 1117379.BABA_16887
1217_NarI,Neobacillus bataviensis LMG 21833 | 1117379.BABA_18582
1218_NarI,Neobacillus bataviensis LMG 21833 | 1117379.BABA_22333
1219_NarI,Neobacillus jeddahensis | 1461580.CCAS010000003_gene471
1220_NarI,Neobacillus jeddahensis | 1461580.CCAS010000008_gene1191
1221_NarI,Neobacillus jeddahensis | 1461580.CCAS010000072_gene4113
1222_NarI,Neobacillus vireti LMG 21834 | 1131730.BAVI_01410
1223_NarI,Neobacillus vireti LMG 21834 | 1131730.BAVI_05379
1224_NarI,Neobacillus vireti LMG 21834 | 1131730.BAVI_09351
1225_NarI,Oceanobacillus jeddahense | 1462527.CCDM010000001_gene2364
1226_NarI,Oceanobacillus kimchii X50 | 1238184.CM001792_gene3174
1227_NarI,Oceanobacillus manasiensis | 586413.CCDL010000001_gene916
1228_NarI,Oceanobacillus massiliensis str. N'diop | 946235.CAER01000016_gene1173
1229_NarI,Oceanobacillus picturae | 171693.BN988_03674
1230_NarI,Ornithinibacillus scapharcae TW25 | 981383.AEWH01000071_gene1125
1231_NarI,Parageobacillus caldoxylosilyticus CIC9 | 1234664.AMRO01000003_gene698
1232_NarI,Parageobacillus caldoxylosilyticus CIC9 | 1234664.AMRO01000050_gene497
1233_NarI,Parageobacillus caldoxylosilyticus CIC9 | 1234664.AMRO01000071_gene3050
1234_NarI,Parageobacillus genomosp. 1 | 1295642.H839_07199
1235_NarI,Parageobacillus genomosp. 1 | 1295642.H839_17638
1236_NarI,Parageobacillus thermoglucosidasius C56-YS93 | 634956.Geoth_2200
1237_NarI,Parageobacillus thermoglucosidasius C56-YS93 | 634956.Geoth_3845
1238_NarI,Paucisalibacillus sp. EB02 | 1347087.CBYO010000007_gene1212
1239_NarI,Peribacillus psychrosaccharolyticus ATCC 23296 | 1174504.AJTN02000185_gene104
1240_NarI,Peribacillus psychrosaccharolyticus ATCC 23296 | 1174504.AJTN02000194_gene4196
1241_NarI,Peribacillus simplex BA2H3 | 1403313.AXBR01000017_gene3903
1242_NarI,Peribacillus simplex BA2H3 | 1403313.AXBR01000027_gene5253
1243_NarI,Pontibacillus chungwhensis BH030062 | 1385513.N780_13895
1244_NarI,Pontibacillus halophilus JSM 076056 = DSM 19796 | 1385510.N781_01275
1245_NarI,Pontibacillus litoralis JSM 072002 | 1385512.N784_04815
1246_NarI,Pontibacillus marinus BH030004 = DSM 16465 | 1385511.N783_12105
1247_NarI,Pontibacillus marinus BH030004 = DSM 16465 | 1385511.N783_12255
1248_NarI,Pontibacillus yanchengensis Y32 | 1385514.N782_02015
1249_NarI,Pontibacillus yanchengensis Y32 | 1385514.N782_08930
1250_NarI,Priestia endophytica 2102 | 1196029.ALIM01000035_gene2214
1251_NarI,Priestia flexa T6186-2 | 1444310.JANV01000077_gene242
1252_NarI,Priestia megaterium MSP20.1 | 1348908.KI518593_gene1905
1253_NarI,Priestia megaterium MSP20.1 | 1348908.KI518630_gene145
1254_NarI,Priestia megaterium QM B1551 | 545693.BMQ_5186
1255_NarI,Robertmurraya massiliosenegalensis JC6 | 1034347.CAHJ01000030_gene3822
1256_NarI,Robertmurraya massiliosenegalensis JC6 | 1034347.CAHJ01000056_gene1123
1257_NarI,Rossellomorea vietnamensis | 218284.CCDN010000007_gene3954
1258_NarI,Salibacterium aidingense DSM 18341 | 1121085.AUCI01000006_gene1561
1259_NarI,Salibacterium aidingense DSM 18341 | 1121085.AUCI01000052_gene2153
1260_NarI,Salimicrobium jeotgali | 1230341.MJ3_08716
1261_NarI,[Bacillus] selenitireducens MLS10 | 439292.Bsel_1295
1262_NarI,[Bacillus] selenitireducens MLS10 | 439292.Bsel_3192
1263_NarI,Salsuginibacillus kocurii DSM 18087 | 1123239.KB898626_gene792
1264_NarI,Siminovitchia fordii DSM 16014 = CIP 108821 | 1121090.KB894703_gene1174
1265_NarI,Virgibacillus alimentarius | 698769.JFBD01000037_gene3126
1266_NarI,Virgibacillus alimentarius | 698769.JFBD01000064_gene1593
1267_NarI,Virgibacillus halodenitrificans 1806 | 1196028.ALEF01000051_gene3803
1268_NarI,Virgibacillus halodenitrificans 1806 | 1196028.ALEF01000053_gene3662
1269_NarI,Virgibacillus halodenitrificans 1806 | 1196028.ALEF01000061_gene1087
1270_NarI,Virgibacillus indicus | tr|A0A265NED7|A0A265NED7_9BACI
1271_NarI,Virgibacillus massiliensis | 1462526.BN990_00538
1272_NarI,Virgibacillus profundi | tr|A0A2A2IEC0|A0A2A2IEC0_9BACI
1273_NarI,Weizmannia coagulans 36D1 | 345219.Bcoa_1419
1274_NarI,Weizmannia coagulans 36D1 | 345219.Bcoa_1848
1275_NarI,Listeria booriae | 1552123.EP57_10940
1276_NarI,Listeria weihenstephanensis FSL R9-0317 | 1265845.PWEIH_01570
1277_NarI,Aneurinibacillus aneurinilyticus ATCC 12856 | 649747.HMPREF0083_02099
